"dist","regime","label","n","p","alpha","is_covered","c_plus_estimate","c_minus_estimate","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0236624704580432,-0.0203151848746504,FALSE,1.06852687731927,1.1800385074097,0.510056029466398,0.593424500859465
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0187720340367665,-0.01665788437942,FALSE,0.79110689425601,1.01813043208183,0.384028351216782,0.479433178403868
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0167251105309214,-0.0146390745143622,FALSE,0.713165281503736,0.988085205088278,0.342291671757041,0.446073439469249
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0238288012453523,-0.0197413030918941,FALSE,0.93670045197422,1.17634330709955,0.463485123150877,0.539568672051686
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0198008072180614,-0.0166634969894841,FALSE,0.799231544020546,0.895242326114768,0.372357386144802,0.416237281273858
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0176832030819566,-0.0155774597947935,FALSE,0.722427277323011,0.861853035075896,0.339508964772769,0.389739516428319
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0247903699040377,-0.0206648823421328,FALSE,0.995215248127006,1.09279527299626,0.464589075092036,0.542465274012024
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0198350390364634,-0.0175732684117653,FALSE,0.683969935651464,0.956341262693766,0.318008508187346,0.422496772205546
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0178198793665053,-0.0155501212428629,FALSE,0.61037538360245,0.869533993698399,0.278637009409828,0.382849472104961
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0239697695282362,-0.020620695480948,FALSE,0.85786536419444,1.09163052810905,0.380265743876132,0.480636955483042
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0195995705157521,-0.0167542123174945,FALSE,0.710963569029489,0.863615582573112,0.330129097083675,0.389386249860318
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0175821916602231,-0.0153839769817126,FALSE,0.624995458764796,0.792485485756897,0.292880866373969,0.346272355636307
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0235437121461485,-0.0207480065948288,FALSE,0.919583217052339,1.2263378350976,0.429803148213484,0.550372774422495
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0198495931310622,-0.0166796268702378,FALSE,0.604107799900742,0.765190435429677,0.303653780988556,0.383317775278827
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0177533403684348,-0.0155991221817016,FALSE,0.564646306397702,0.728634122941434,0.282874926699753,0.35285935350849
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0247947788475694,-0.0196980655960151,FALSE,0.761011847217674,0.911546397646249,0.37555693075924,0.456370406694052
"bivt","central","0.05",1000,0.05,"0.05",FALSE,0.0198157058031888,-0.0167177416008563,FALSE,0.584649258369434,0.81512071868884,0.310431636893583,0.441931488390548
"bivt","central","0.05",1000,0.05,"0.1",FALSE,0.0177673170443987,-0.015626925618948,FALSE,0.543241610626493,0.782920168020654,0.291327153362605,0.426380190593221
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0253103677394537,-0.0207183338511685,FALSE,0.741129420245485,0.961948365030262,0.39841847961848,0.520268567171098
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0199545817520824,-0.0175727352415763,FALSE,0.664343942818892,0.947507418857304,0.326385341454836,0.481301555711722
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0178927704499943,-0.015556842107371,FALSE,0.573819379060119,0.873758945293643,0.289490562447431,0.443139902998989
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0248899454127333,-0.0206345369353696,FALSE,0.832022374886425,1.08201294350347,0.40770192867852,0.550802865535573
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0197673545305256,-0.0176013758875989,FALSE,0.653929141236522,0.761508172201202,0.320717032522093,0.383423636288173
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.017735830169018,-0.0156078454207833,FALSE,0.574255682226859,0.725841023675292,0.281443624564581,0.351377080824462
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0239004058640929,-0.0206748043463663,FALSE,0.839467144884774,0.967028135511396,0.40956046049638,0.482002794289111
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0195297481440355,-0.016746642191983,FALSE,1.05071222621433,1.3403289647967,0.441800576835909,0.546443288077276
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0165922631435466,-0.0147412663473557,FALSE,0.91480980722502,1.11784486585738,0.377933863473099,0.46325599677406
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0236160134114739,-0.0207549541573082,FALSE,1.39472869877516,1.64834793715863,0.593121879205221,0.650504226569206
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0186335737817233,-0.0167063023778551,FALSE,0.811337051425891,0.972034230145036,0.342457681380912,0.403189833361483
"bivt","central","0.05",1000,0.05,"0.1",FALSE,0.016600849371301,-0.0146972736765714,FALSE,0.703303283397033,0.871906514419673,0.301005725989276,0.361657883388742
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0231612290603366,-0.0197405202942041,FALSE,1.01553644651601,1.23795254243272,0.424313504395028,0.5134527609068
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0198292074326879,-0.0166092409253311,FALSE,0.769001192687389,0.936022033850508,0.374051763015303,0.46585009034478
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.017772344781904,-0.0146004026690096,FALSE,0.667923685272232,0.80769033233708,0.325620067400635,0.398984763599819
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0239489995023973,-0.0202179364832843,FALSE,0.919483405574573,1.12765034219407,0.45277697249057,0.557990052192302
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.019766099974127,-0.0166995135683312,FALSE,0.726470788793234,0.935738070486687,0.330555555464163,0.431219351694514
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0176100785127821,-0.0155606070644202,FALSE,0.671623601785899,0.877038821589967,0.30505792643762,0.404168777551439
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0246945764327416,-0.0206845252476333,FALSE,0.937284351091046,1.21516228481687,0.421111684793749,0.544837567991811
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0195416546656927,-0.0167637425879308,FALSE,0.5878075798369,1.00238006036652,0.271208584127644,0.446038465035334
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0171621445404357,-0.0154312491335993,FALSE,0.554975722944551,0.903746679213516,0.253925770322264,0.402373840232354
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0235849032516944,-0.0207891773734631,FALSE,0.819553323647255,1.16720912067162,0.371604954271471,0.517730553431239
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0196617077361598,-0.0166842558953762,FALSE,0.731351134775533,0.930522731568052,0.334028864305925,0.457855082459603
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0176204312317596,-0.0153489166563649,FALSE,0.648177582400495,0.860750438117508,0.300346298588322,0.423330620863616
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0247425646125218,-0.0206999491439487,FALSE,0.973930079964182,1.06519956876577,0.450447213032017,0.530034445362909
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0198768698095525,-0.0175986847002332,FALSE,0.638677867423621,0.838559386254564,0.296378744171003,0.368406140333034
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0178281102328836,-0.0155790946690575,FALSE,0.519224891250844,0.662055878738183,0.260302074906662,0.29115156868525
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0248813448946622,-0.0206399435585841,FALSE,0.800080799504167,0.971343041848557,0.37774795270276,0.437434879150193
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0196485294458944,-0.0166377476375606,FALSE,0.716390465524548,0.871758505257817,0.325271097093375,0.385138915315193
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0167620492797378,-0.014653085363231,FALSE,0.640491946534602,0.811463308211332,0.28781715842509,0.351083382306795
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0237762098699916,-0.0207172365656083,FALSE,0.907542509156921,1.14749957509515,0.390219235775008,0.510659549650491
