"dist","p","n","alpha","is_covered","c_plus_raw","c_minus_raw","b_marg","B_marg1","B_marg2","beta_frac_pos","beta_frac_neg","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac"
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.00943074814237279,-0.00445930156481172,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0,0.767030990351301,0.0242922859922054,0.0697798067515459,0.0012,0.8818
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00685366554729435,-0.00441940648054799,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0,0.606307778357255,0.138406104989266,0.0269346356672785,0.0011,0.7536
"t50copula_t4t4margs",0.005,1000,"0.1",FALSE,0.00576220569591197,-0.00410666790698777,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0,0.606307778357255,0.138406104989266,0.0269346356672785,0.0011,0.7536
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.00892939837694346,-0.00446474413563266,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0,0.606307778357255,0.138406104989266,0.0269346356672785,0.0011,0.7536
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00671079403644054,-0.00425917879055189,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.036585069618929,0.284861354369163,0.501817963110501,-0.0466894686696092,9e-04,0.735
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00569739578340161,-0.0037112687910803,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.036585069618929,0.284861354369163,0.501817963110501,-0.0466894686696092,9e-04,0.735
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.00887387904539428,-0.00446140280499797,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.036585069618929,0.284861354369163,0.501817963110501,-0.0466894686696092,9e-04,0.735
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00741138992370665,-0.00435126480015672,0.284861354369163,-0.0790363069473212,-0.181365606175397,0.036585069618929,0.606307778357255,0.329597865766204,0.097442304403673,0,0.5042
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00613049968844682,-0.00336480152968767,0.284861354369163,-0.0790363069473212,-0.181365606175397,0.036585069618929,0.606307778357255,0.329597865766204,0.097442304403673,0,0.5042
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0108218401421302,-0.00447128634679993,0.284861354369163,-0.0790363069473212,-0.181365606175397,0.036585069618929,0.606307778357255,0.329597865766204,0.097442304403673,0,0.5042
